riff_id,titulo,artista,estilo,nivel_1_5,bpm_practica_inicio,bpm_practica_objetivo,metrica,subdivisiones_por_compas,tonalidad,afinacion,sonido,tecnica_principal,comentario_practica,compases_utiles,tags,compas_01,compas_02,compas_03,compas_04,compas_05,compas_06,compas_07,compas_08,compas_09,compas_10,compas_11,compas_12,compas_13,compas_14,compas_15,compas_16
riff_v4_famous_134_born_on_the_bayou,Born on the Bayou - riff principal,Creedence Clearwater Revival,swamp_rock,3,60,116,4/4,8,E,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"swamp_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_135_proud_mary,Proud Mary - riff principal,Creedence Clearwater Revival,classic_rock,2,70,120,4/4,8,D,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_136_mississippi_queen,Mississippi Queen - riff principal,Mountain,hard_rock,3,70,138,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_137_funk_49,Funk #49 - riff principal,James Gang,funk_rock,4,70,100,4/4,8,E,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"funk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,staccato);4.2(3-3,staccato);5.5(4-4);5.2(6-6);6.0(8-8)","6.0(1-1);6.0(3-3,staccato);5.2(4-4);5.5(6-6);4.2(7-7);6.0(8-8)","6.0(1-1,staccato);5.2(3-3);5.5(4-4);4.2(6-6);5.5(7-7);5.2(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_138_china_grove,China Grove - riff principal,The Doobie Brothers,classic_rock,3,70,145,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_139_rock_and_roll_hoochie_koo,Rock and Roll Hoochie Koo - riff principal,Rick Derringer,classic_rock,3,70,172,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);5.3(3-3);4.0(5-5);4.2(7-8),4.5(1-1);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-1);5.0(3-3);5.3(5-5);4.0(6-6);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_140_cat_scratch_fever,Cat Scratch Fever - riff principal,Ted Nugent,hard_rock,3,70,120,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_141_barracuda,Barracuda - riff principal,Heart,hard_rock,4,70,138,4/4,8,E,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_142_ace_of_spades,Ace of Spades - riff principal,Motörhead,speed_rock,4,90,140,4/4,8,E,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"speed_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_143_breaking_the_law,Breaking the Law - riff principal,Judas Priest,metal,3,70,164,4/4,8,Am,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_144_living_after_midnight,Living After Midnight - riff principal,Judas Priest,metal,3,70,134,4/4,8,E,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_145_the_trooper,The Trooper - riff principal,Iron Maiden,metal,5,80,160,4/4,8,Em,EADGBE,distorsion,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_146_run_to_the_hills,Run to the Hills - riff principal,Iron Maiden,metal,5,80,176,4/4,8,Em,EADGBE,distorsion,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_147_sweet_home_chicago,Sweet Home Chicago - riff principal,Robert Johnson / Blues standard,blues_shuffle,2,60,120,4/4,8,E,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_shuffle,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-1);6.3(3-3);5.0(5-5);5.1(6-6);5.2(7-8),5.5(1-2);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-2);5.0(3-4);5.2(5-6);5.5(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_148_mannish_boy,Mannish Boy - riff principal,Muddy Waters,blues,1,60,108,4/4,8,A,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-1);5.3(3-3);4.0(5-5);4.1(6-6);4.2(7-8),4.5(1-2);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-2);4.0(3-4);4.2(5-6);4.5(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_149_hoochie_coochie_man,Hoochie Coochie Man - riff principal,Muddy Waters,blues,2,60,96,4/4,8,A,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-1);5.3(3-3);4.0(5-5);4.1(6-6);4.2(7-8),4.5(1-2);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-2);4.0(3-4);4.2(5-6);4.5(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_150_boom_boom,Boom Boom - riff principal,John Lee Hooker,blues,2,60,100,4/4,8,E,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-1);6.3(3-3);5.0(5-5);5.1(6-6);5.2(7-8),5.5(1-2);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-2);5.0(3-4);5.2(5-6);5.5(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_151_green_onions,Green Onions - riff principal,Booker T. & the M.G.s,soul_blues,3,60,136,4/4,8,F,EADGBE,clean,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"soul_blues,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.1(1-1);6.4(3-3);5.1(5-5);5.2(6-6);5.3(7-8),5.6(1-2);5.3(3-4);5.1(5-5);6.4(7-7);6.1(8-8),6.1(1-2);5.1(3-4);5.3(5-6);5.6(7-8),6.1(1-8),,,,,,,,,,,,
riff_v4_famous_152_cissy_strut,Cissy Strut - riff principal,The Meters,funk,4,60,90,4/4,8,C,EADGBE,clean_funk,muting,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"funk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.3(1-1,staccato);3.5(3-3,staccato);4.8(4-4);4.5(6-6);5.3(8-8)","5.3(1-1);5.3(3-3,staccato);4.5(4-4);4.8(6-6);3.5(7-7);5.3(8-8)","5.3(1-1,staccato);4.5(3-3);4.8(4-4);3.5(6-6);4.8(7-7);4.5(8-8)","5.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_153_crossroads,Crossroads - riff principal,Cream / Robert Johnson,blues_rock,4,70,128,4/4,8,A,EADGBE,crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-1);5.3(3-3);4.0(5-5);4.1(6-6);4.2(7-8),4.5(1-2);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-2);4.0(3-4);4.2(5-6);4.5(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_154_pride_and_joy,Pride and Joy - riff principal,Stevie Ray Vaughan,blues_shuffle,5,70,124,4/4,8,Eb,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_shuffle,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.6(1-1);5.9(3-3);4.6(5-5);4.7(6-6);4.8(7-8),4.11(1-2);4.8(3-4);4.6(5-5);5.9(7-7);5.6(8-8),5.6(1-2);4.6(3-4);4.8(5-6);4.11(7-8),5.6(1-8),,,,,,,,,,,,
riff_v4_famous_155_before_you_accuse_me,Before You Accuse Me - riff principal,Bo Diddley / Eric Clapton,blues_shuffle,3,60,110,4/4,8,E,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_shuffle,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-1);6.3(3-3);5.0(5-5);5.1(6-6);5.2(7-8),5.5(1-2);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-2);5.0(3-4);5.2(5-6);5.5(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_156_rock_me_baby,Rock Me Baby - riff principal,B.B. King,blues,3,50,72,4/4,8,C,EADGBE,clean_crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-1);5.6(3-3);4.3(5-5);4.4(6-6);4.5(7-8),4.8(1-2);4.5(3-4);4.3(5-5);5.6(7-7);5.3(8-8),5.3(1-2);4.3(3-4);4.5(5-6);4.8(7-8),5.3(1-8),,,,,,,,,,,,
riff_v4_famous_157_stormy_monday,Stormy Monday - riff principal,T-Bone Walker,blues,4,50,72,4/4,8,G,EADGBE,clean,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-1);6.6(3-3);5.3(5-5);5.4(6-6);5.5(7-8),5.8(1-2);5.5(3-4);5.3(5-5);6.6(7-7);6.3(8-8),6.3(1-2);5.3(3-4);5.5(5-6);5.8(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_158_cant_help_falling_in_love,Can’t Help Falling in Love - riff principal,Elvis Presley,balada,2,50,72,6/8,6,D,EADGBE,acustica,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"balada,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-1);4.7(2-2);3.7(3-3);4.7(4-4);5.8(5-5);4.7(6-6),4.5(1-1);4.7(2-2);4.10(3-3);4.7(4-4);4.5(5-5);5.8(6-6),5.5(1-2);4.7(3-3);3.7(4-5);4.7(6-6),5.5(1-6),,,,,,,,,,,,
riff_v4_famous_159_hallelujah,Hallelujah - riff principal,Leonard Cohen,balada,2,45,66,6/8,6,C,EADGBE,acustica,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"balada,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-1);4.5(2-2);3.5(3-3);4.5(4-4);5.6(5-5);4.5(6-6),4.3(1-1);4.5(2-2);4.8(3-3);4.5(4-4);4.3(5-5);5.6(6-6),5.3(1-2);4.5(3-3);3.5(4-5);4.5(6-6),5.3(1-6),,,,,,,,,,,,
riff_v4_famous_160_everybody_hurts,Everybody Hurts - riff principal,R.E.M.,balada_rock,2,45,94,6/8,6,D,EADGBE,clean,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"balada_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-1);4.7(2-2);3.7(3-3);4.7(4-4);5.8(5-5);4.7(6-6),4.5(1-1);4.7(2-2);4.10(3-3);4.7(4-4);4.5(5-5);5.8(6-6),5.5(1-2);4.7(3-3);3.7(4-5);4.7(6-6),5.5(1-6),,,,,,,,,,,,
riff_v4_famous_161_perfect,Perfect - riff principal,Ed Sheeran,pop_balada,2,50,95,6/8,6,G,EADGBE,acustica,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"pop_balada,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-1);5.5(2-2);4.5(3-3);5.5(4-4);6.6(5-5);5.5(6-6),5.3(1-1);5.5(2-2);5.8(3-3);5.5(4-4);5.3(5-5);6.6(6-6),6.3(1-2);5.5(3-3);4.5(4-5);5.5(6-6),6.3(1-6),,,,,,,,,,,,
riff_v4_famous_162_thinking_out_loud,Thinking Out Loud - riff principal,Ed Sheeran,pop_soul,3,50,79,6/8,6,D,EADGBE,clean,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"pop_soul,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-1);4.7(2-2);3.7(3-3);4.7(4-4);5.8(5-5);4.7(6-6),4.5(1-1);4.7(2-2);4.10(3-3);4.7(4-4);4.5(5-5);5.8(6-6),5.5(1-2);4.7(3-3);3.7(4-5);4.7(6-6),5.5(1-6),,,,,,,,,,,,
riff_v4_famous_163_unchained_melody,Unchained Melody - riff principal,The Righteous Brothers,balada,3,45,72,6/8,6,C,EADGBE,clean,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"balada,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-1);4.5(2-2);3.5(3-3);4.5(4-4);5.6(5-5);4.5(6-6),4.3(1-1);4.5(2-2);4.8(3-3);4.5(4-4);4.3(5-5);5.6(6-6),5.3(1-2);4.5(3-3);3.5(4-5);4.5(6-6),5.3(1-6),,,,,,,,,,,,
riff_v4_famous_164_we_are_the_champions,We Are the Champions - riff principal,Queen,rock_balada,3,50,64,6/8,6,Cm,EADGBE,clean_crunch,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock_balada,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-1);4.5(2-2);3.5(3-3);4.5(4-4);5.6(5-5);4.5(6-6),4.3(1-1);4.5(2-2);4.8(3-3);4.5(4-4);4.3(5-5);5.6(6-6),5.3(1-2);4.5(3-3);3.5(4-5);4.5(6-6),5.3(1-6),,,,,,,,,,,,
riff_v4_famous_165_norwegian_wood,Norwegian Wood - riff principal,The Beatles,folk_rock,3,50,82,6/8,6,D,EADGBE,acustica,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"folk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-1);4.7(2-2);3.7(3-3);4.7(4-4);5.8(5-5);4.7(6-6),4.5(1-1);4.7(2-2);4.10(3-3);4.7(4-4);4.5(5-5);5.8(6-6),5.5(1-2);4.7(3-3);3.7(4-5);4.7(6-6),5.5(1-6),,,,,,,,,,,,
riff_v4_famous_166_greensleeves,Greensleeves - riff principal,Tradicional,folk,2,45,80,3/4,6,Am,EADGBE,acustica,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"folk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);4.2(3-4);3.2(5-6),4.0(1-2);4.2(3-4);5.3(5-6),5.0(1-2);5.3(3-4);4.2(5-6),5.0(1-6),,,,,,,,,,,,
riff_v4_famous_167_amazing_grace,Amazing Grace - riff principal,Tradicional,folk,1,45,80,3/4,6,G,EADGBE,acustica,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"folk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);5.5(3-4);4.5(5-6),5.3(1-2);5.5(3-4);6.6(5-6),6.3(1-2);6.6(3-4);5.5(5-6),6.3(1-6),,,,,,,,,,,,
riff_v4_famous_168_que_sera_sera,Que Sera Sera - riff principal,Doris Day,pop_valseado,2,45,96,3/4,6,C,EADGBE,acustica,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"pop_valseado,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);4.5(3-4);3.5(5-6),4.3(1-2);4.5(3-4);5.6(5-6),5.3(1-2);5.6(3-4);4.5(5-6),5.3(1-6),,,,,,,,,,,,
riff_v4_famous_169_edelweiss,Edelweiss - riff principal,The Sound of Music,folk_valseado,2,45,80,3/4,6,G,EADGBE,acustica,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"folk_valseado,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);5.5(3-4);4.5(5-6),5.3(1-2);5.5(3-4);6.6(5-6),6.3(1-2);6.6(3-4);5.5(5-6),6.3(1-6),,,,,,,,,,,,
riff_v4_famous_170_piano_man,Piano Man - riff principal,Billy Joel,folk_rock,3,50,88,3/4,6,C,EADGBE,acustica,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"folk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);4.5(3-4);3.5(5-6),4.3(1-2);4.5(3-4);5.6(5-6),5.3(1-2);5.6(3-4);4.5(5-6),5.3(1-6),,,,,,,,,,,,
riff_v4_famous_171_times_are_changin,The Times They Are A-Changin - riff principal,Bob Dylan,folk,2,50,96,3/4,6,G,EADGBE,acustica,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"folk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);5.5(3-4);4.5(5-6),5.3(1-2);5.5(3-4);6.6(5-6),6.3(1-2);6.6(3-4);5.5(5-6),6.3(1-6),,,,,,,,,,,,
